ID,Asset,Log
8616,Database,2025/05/18 05:31:18 k8s-worker-01 mongodb[9891]: Successfully authenticated as principal backup on production
8617,Windows,Logon Type: 10. New Logon: Security ID: S-1-5-21-892657-5933 Account Name: nagios Account Domain: INTERNAL
8618,Application,"[13/May/2025:20:50:06 +0000] jenkins-master [INFO] SecurityManager - Login successful for user: audit, IP: 198.51.100.150.241"
8619,WebServer,apache2[28757]: Auth: user alice@PROD : authentication successful
8620,Windows,2025-05-12 15:24:13 monitoring-01 An account was successfully logged on. Subject: Security ID: S-1-5-21-621744-8323 Logon Type: 7
8621,Application,"2025-05-11 18:08:47 auth-server [INFO] SecurityManager - Login successful for user: operator, IP: 198.51.100.25.172"
8622,Linux,May 02 05:02:54 web-prod-01 sudo: pam_unix(sudo:session): session opened for user john by operator(uid=1192)
8623,Linux,2025/05/01 02:21:51 mail-server login[38254]: pam_unix(login:session): session opened for user support by LOGIN(uid=0)
8624,Windows,2025/05/13 02:38:50 mail-server Windows Logon: User WORKGROUP\mysql logged on successfully from 198.51.100.170.231
8625,Application,2025-05-06 07:53:59 jenkins-master httpd[22748]: Successful login: user=nagios ip=192.168.148.114 session=f6ec42ce
8626,Linux,2025-05-24T03:22:37.727500Z loadbalancer login[19835]: pam_unix(login:session): session opened for user administrator by LOGIN(uid=0)
8627,WebServer,2025-05-04 10:19:52 proxy-01 apache2[48898]: Auth: user audit@PROD : authentication successful
8628,SSH,sshd[37211]: Successful authentication for admin from 192.168.139.51 port 60329
8629,Linux,login[4537]: pam_unix(login:session): session opened for user jenkins by LOGIN(uid=0)
8630,Application,Special privileges assigned to new logon: User: WORKGROUP\support Privileges: SeDebugPrivilege
8631,Windows,2025/04/30 05:00:48 ldap-master Windows Logon: User INTERNAL\backup logged on successfully from 10.0.55.244
8632,SSH,2025/05/20 03:59:15 ad-controller-01 sshd[28362]: User analyst from 203.0.113.82.252 authenticated successfully
8633,Windows,May 08 14:40:10 jenkins-master Windows Logon: User WORKGROUP\user logged on successfully from 192.168.86.35
8634,Application,httpd[53843]: Successful login: user=developer ip=192.168.165.138 session=76c5547f
8635,Windows,Logon Type: 11. New Logon: Security ID: S-1-5-21-939662-7643 Account Name: michael Account Domain: INTERNAL
8636,Linux,2025/05/05 21:46:49 k8s-worker-01 systemd-logind[30907]: New session 80 of user jenkins.
8637,Windows,2025/05/06 06:49:24 proxy-02 Windows Logon: User WORKGROUP\jenkins logged on successfully from 192.168.18.78
8638,WebServer,2025-04-27T08:07:33.727500Z mail-server apache2[8130]: Auth: user helpdesk@TEST : authentication successful
8639,Linux,2025/05/22 02:18:31 k8s-worker-01 su[27556]: + pts/0 demo:helpdesk
8640,Linux,2025-05-07 13:31:18 k8s-worker-01 sudo: pam_unix(sudo:session): session opened for user demo by alice(uid=1059)
8641,Linux,sudo: oracle : TTY=pts/8 ; PWD=/home/oracle ; USER=jenkins ; COMMAND=/bin/cat /etc/passwd
8642,Other,mariadb[30202]: User app_user connected to database test from 198.51.100.245.92
8643,Linux,2025-04-29 01:51:15 mail-server su[46349]: Successful su for sarah by administrator
8644,Application,[24/May/2025:10:20:51 +0000] ldap-master Special privileges assigned to new logon: User: WORKGROUP\bob Privileges: SeDebugPrivilege
8645,WebServer,apache2[9359]: Auth: user alice@internal.local : authentication successful
8646,Other,2025-05-22T08:13:28.728494Z k8s-master-01 tomcat[40429]: User [dbadmin] successfully authenticated via local
8647,Database,2025-04-27 17:57:31 app-server-01 mongodb[23454]: Successfully authenticated as principal replication on development
8648,Database,2025/05/07 16:46:31 vpn-gateway postgres[26305]: LOG:  connection authorized: user=dbadmin database=development
8649,Database,2025/04/30 14:49:13 proxy-01 Oracle Audit: LOGON: USER: 'replication' PRIVILEGE: 'SYSDBA' SUCCESS
8650,Linux,[09/May/2025:00:46:03 +0000] gitlab-runner-01 su[50211]: + pts/0 dbuser:sysadmin
8651,Application,"May 01 13:37:32 mail-server [INFO] SecurityManager - Login successful for user: admin, IP: 2001:db8::1bbc"
8652,WebServer,[21/May/2025:00:01:53 +0000] mail-server apache2[60839]: Successful login: user=michael ip=198.51.100.26.48 session=ad632df5
8653,Database,[17/May/2025:08:19:48 +0000] db-slave-01 postgres[60019]: LOG:  connection authorized: user=app_user database=production
8654,Linux,May 17 06:30:45 file-server su[23660]: + pts/6 dbuser:service
8655,Linux,2025/05/01 15:00:16 web-prod-01 systemd-logind[18608]: New session 150 of user netadmin.
8656,Linux,gdm-password][7651]: pam_unix(gdm-password:session): session opened for user developer by (uid=0)
8657,SSH,sshd[16053]: Accepted password for devops from 203.0.113.121.124 port 58214 ssh2: RSA SHA256:fc04648a2edd
8658,Application,Special privileges assigned to new logon: User: CORPORATE\deploy Privileges: SeDebugPrivilege
8659,WebServer,[23/May/2025:12:28:38 +0000] auth-server apache2[59086]: Successful login: user=deploy ip=172.16.23.21 session=18d6d258
8660,WebServer,2025-04-30 20:17:52 db-master apache2[2003]: Auth: user test@internal.local : authentication successful
8661,WebServer,nginx[47928]: User 'devops' logged in successfully from 172.18.195.119
8662,SSH,sshd[43447]: pam_unix(sshd:session): session opened for user alice by (uid=0)
8663,SSH,[12/May/2025:06:50:59 +0000] backup-server sshd[12363]: Successful authentication for michael from 192.168.215.62 port 52449
8664,SSH,sshd[12590]: Accepted publickey for john from 172.18.55.140 port 63735 ssh2: RSA SHA256:4f1f1d39524a
8665,WebServer,Apr 26 16:28:20 app-server-01 apache2[45832]: Auth: user gitlab@CORPORATE : authentication successful
8666,Database,mysql[36603]: Access granted for user 'backup'@'203.0.113.233.87' (using password: YES)
8667,Linux,May 02 06:20:42 proxy-01 systemd-logind[63895]: New session 363 of user app_user.
8668,Database,mongodb[12774]: Successfully authenticated as principal replication on production
8669,Database,2025-05-12T04:40:28.728494Z auth-server postgres[5598]: LOG:  connection authorized: user=app_user database=master
8670,WebServer,nginx[22845]: User 'monitoring' logged in successfully from 10.0.56.134
8671,Application,Special privileges assigned to new logon: User: INTERNAL\mysql Privileges: SeBackupPrivilege
8672,Database,2025-05-17T22:29:44.728494Z web-prod-01 Oracle Audit: LOGON: USER: 'backup' PRIVILEGE: 'SYSDBA' SUCCESS
8673,Application,"Apr 26 15:32:39 backup-server [INFO] SecurityManager - Login successful for user: dbadmin, IP: 172.18.28.3"
8674,SSH,2025-05-19T22:26:00.728494Z jenkins-master sshd[52176]: Accepted password for deploy from 172.16.212.50 port 44993 ssh2
8675,WebServer,apache2[19264]: Auth: user support@INTERNAL : authentication successful
8676,Application,Special privileges assigned to new logon: User: CORPORATE\operator Privileges: SeRestorePrivilege
8677,Database,May 23 23:01:54 ad-controller-01 Oracle Audit: LOGON: USER: 'readonly' PRIVILEGE: 'NORMAL' SUCCESS
8678,Database,2025-05-04 20:17:15 proxy-02 mysql[27470]: Access granted for user 'dbadmin'@'172.17.36.223' (using password: YES)
8679,WebServer,May 16 19:18:58 file-server apache2[45306]: Auth: user john@internal.local : authentication successful
8680,WebServer,2025/05/04 21:31:14 file-server apache2[4736]: Auth: user zabbix@internal.local : authentication successful
8681,Application,"[03/May/2025:02:44:44 +0000] app-server-01 [INFO] SecurityManager - Login successful for user: support, IP: 172.17.73.78"
8682,Application,May 20 05:18:05 monitoring-01 Special privileges assigned to new logon: User: INTERNAL\demo Privileges: SeDebugPrivilege
8683,Linux,gdm-password][4722]: pam_unix(gdm-password:session): session opened for user test by (uid=0)
8684,Windows,An account was successfully logged on. Subject: Security ID: S-1-5-21-618296-4852 Logon Type: 7
8685,Windows,2025-05-22 20:32:36 app-server-01 Windows Logon: User INTERNAL\app_user logged on successfully from 172.16.52.142
8686,SSH,sshd[61687]: User developer from 100.64.86.160 authenticated successfully
8687,Database,mongodb[43571]: Successfully authenticated as principal backup on test
8688,SSH,2025/04/28 17:54:48 loadbalancer sshd[32608]: pam_unix(sshd:session): session opened for user demo by (uid=0)
8689,Linux,May 10 18:19:02 db-master sudo: www-data : TTY=pts/8 ; PWD=/home/www-data ; USER=administrator ; COMMAND=/bin/cat /etc/passwd
8690,Application,"[INFO] SecurityManager - Login successful for user: administrator, IP: 203.0.113.239.251"
8691,Application,[19/May/2025:13:59:40 +0000] mail-server Special privileges assigned to new logon: User: INTERNAL\netadmin Privileges: SeDebugPrivilege
8692,SSH,[13/May/2025:06:16:37 +0000] monitoring-01 sshd[5816]: Successful authentication for system from 172.16.243.245 port 40190
8693,SSH,[24/May/2025:18:40:32 +0000] db-master sshd[50140]: Successful authentication for john from 172.18.56.112 port 61514
8694,Application,"Apr 27 02:40:37 gitlab-runner-01 [INFO] SecurityManager - Login successful for user: guest, IP: 100.64.149.129"
8695,Other,mariadb[60038]: User dbadmin connected to database production from 203.0.113.26.175
8696,Database,2025/05/17 20:59:44 gitlab-runner-01 mongodb[60858]: Successfully authenticated as principal readonly on master
8697,Database,2025-05-03T01:37:26.728494Z proxy-02 mysql[52831]: User dbadmin connected to database test from 172.18.193.59
8698,Linux,2025-05-13 13:44:45 app-server-01 gdm-password][10734]: pam_unix(gdm-password:session): session opened for user dbadmin by (uid=0)
8699,WebServer,2025-05-06 14:22:51 k8s-worker-01 apache2[32371]: Auth: user deploy@PROD : authentication successful
8700,Database,mongodb[24724]: Successfully authenticated as principal replication on development
8701,Windows,May 23 18:00:25 vpn-gateway Windows Logon: User WORKGROUP\git logged on successfully from 172.18.201.146
8702,Linux,2025-05-06T10:28:51.728494Z web-prod-01 systemd-logind[58546]: New session 495 of user netadmin.
8703,Windows,2025/05/05 02:54:49 ldap-master Logon Type: 2. New Logon: Security ID: S-1-5-21-295162-7312 Account Name: apache Account Domain: CORPORATE
8704,Database,2025-04-28 22:42:50 db-slave-01 mysql[53974]: Access granted for user 'readonly'@'100.64.164.47' (using password: YES)
8705,Windows,2025-05-10T17:40:39.728494Z proxy-01 Windows Logon: User CORPORATE\root logged on successfully from 198.51.100.65.119
8706,Windows,2025/05/02 02:30:30 proxy-01 Windows Logon: User CORPORATE\michael logged on successfully from 192.168.15.239
8707,Other,[19/May/2025:15:32:32 +0000] k8s-master-01 tomcat[21826]: User [mary] successfully authenticated via LDAP
8708,Database,2025-05-02T15:08:03.728494Z file-server mongodb[6103]: Successfully authenticated as principal dbadmin on test
8709,WebServer,apache2[34688]: Auth: user git@internal.local : authentication successful
8710,Other,2025/05/17 14:50:17 proxy-02 tomcat[52900]: User [devops] successfully authenticated via LDAP
8711,Linux,[26/May/2025:10:05:28 +0000] k8s-worker-01 su[11193]: Successful su for www-data by oracle
8712,Database,2025-05-09 06:17:22 ldap-master mongodb[44867]: Successfully authenticated as principal dbadmin on test
8713,Linux,gdm-password][29100]: pam_unix(gdm-password:session): session opened for user zabbix by (uid=0)
8714,WebServer,2025-05-06 08:47:21 proxy-02 nginx[45706]: User 'administrator' logged in successfully from 198.51.100.27.152
8715,Application,May 11 00:57:58 mail-server Special privileges assigned to new logon: User: CORPORATE\security Privileges: SeDebugPrivilege
8716,Database,mysql[14124]: Access granted for user 'backup'@'172.16.39.60' (using password: YES)
8717,Application,2025-05-14T20:52:32.728494Z ldap-master Special privileges assigned to new logon: User: WORKGROUP\service Privileges: SeDebugPrivilege
8718,Windows,[16/May/2025:17:12:10 +0000] k8s-worker-01 Logon Type: 7. New Logon: Security ID: S-1-5-21-630101-1791 Account Name: bob Account Domain: WORKGROUP
8719,Windows,[29/Apr/2025:12:13:43 +0000] proxy-01 An account was successfully logged on. Subject: Security ID: S-1-5-21-651005-2741 Logon Type: 7
8720,Linux,May 09 00:26:00 loadbalancer systemd-logind[42807]: New session 243 of user mary.
8721,Linux,sudo: service : TTY=pts/5 ; PWD=/home/service ; USER=sysadmin ; COMMAND=/bin/bash
8722,Linux,[08/May/2025:08:17:59 +0000] ldap-master systemd-logind[17261]: New session 47 of user michael.
8723,SSH,sshd[26123]: Accepted password for root from 198.51.100.74.103 port 41074 ssh2
8724,Windows,2025-05-12 00:04:13 auth-server Windows Logon: User INTERNAL\security logged on successfully from 172.18.144.68
8725,Windows,2025/05/04 13:46:50 ad-controller-01 An account was successfully logged on. Subject: Security ID: S-1-5-21-800622-9541 Logon Type: 11
8726,Other,May 12 22:47:58 web-prod-02 tomcat[27038]: User [admin] successfully authenticated via SAML
8727,Windows,Windows Logon: User WORKGROUP\backup logged on successfully from 172.17.91.175
8728,Other,tomcat[37164]: User [web_admin] successfully authenticated via local
8729,Other,May 17 23:25:43 monitoring-01 mariadb[5493]: User dbadmin connected to database production from 100.64.156.112
8730,Linux,su[31972]: Successful su for jenkins by git
8731,Database,May 09 14:46:42 db-master mysql[57314]: Access granted for user 'app_user'@'100.64.105.42' (using password: YES)
8732,WebServer,May 18 21:26:30 db-master apache2[9771]: Auth: user postgres@INTERNAL : authentication successful
8733,SSH,2025/05/12 09:42:53 auth-server sshd[45071]: Accepted keyboard-interactive for app_user from 2001:db8::2404 port 60714 ssh2: RSA SHA256:aa7fefca6354
8734,Linux,gdm-password][36607]: pam_unix(gdm-password:session): session opened for user dbadmin by (uid=0)
8735,SSH,sshd[65149]: pam_unix(sshd:session): session opened for user postgres by (uid=0)
8736,SSH,2025/05/08 04:23:38 auth-server sshd[18138]: Accepted password for apache from 192.168.151.170 port 50900 ssh2
8737,Windows,[30/Apr/2025:04:30:49 +0000] monitoring-01 Windows Logon: User INTERNAL\oracle logged on successfully from 172.16.179.249
8738,Database,2025/05/23 14:41:56 proxy-01 mongodb[18084]: Successfully authenticated as principal replication on admin
8739,Application,2025/05/10 20:46:41 db-master httpd[51752]: Successful login: user=helpdesk ip=203.0.113.153.101 session=f3493b03
8740,SSH,sshd[14792]: pam_unix(sshd:session): session opened for user apache by (uid=0)
8741,Database,2025/05/15 03:28:43 app-server-01 Oracle Audit: LOGON: USER: 'backup' PRIVILEGE: 'SYSDBA' SUCCESS
8742,Windows,May 25 17:34:19 ldap-master Logon Type: 3. New Logon: Security ID: S-1-5-21-249888-3814 Account Name: alice Account Domain: WORKGROUP
8743,Database,[17/May/2025:08:11:07 +0000] mail-server Oracle Audit: LOGON: USER: 'backup' PRIVILEGE: 'SYSDBA' SUCCESS
8744,Windows,2025-05-21T22:57:17.729494Z ldap-master Windows Logon: User CORPORATE\mysql logged on successfully from 203.0.113.68.237
8745,Database,postgres[13032]: LOG:  connection authorized: user=backup database=master
8746,SSH,2025-05-11 19:24:26 ldap-master sshd[53209]: User dbadmin from 172.17.185.190 authenticated successfully
8747,Application,May 10 09:27:51 jenkins-master Special privileges assigned to new logon: User: INTERNAL\david Privileges: SeRestorePrivilege
8748,WebServer,nginx[50468]: User 'nagios' logged in successfully from 198.51.100.13.41
8749,Database,May 01 14:37:41 app-server-01 apache2[16545]: Auth: user oracle@company.com : authentication successful
8750,Application,"[28/Apr/2025:03:18:44 +0000] db-master [INFO] SecurityManager - Login successful for user: git, IP: 10.0.85.12"
8751,Application,"[INFO] SecurityManager - Login successful for user: dbadmin, IP: 172.16.248.121"
8752,SSH,May 14 13:50:17 auth-server sshd[38831]: Successful authentication for www-data from 172.16.34.116 port 49180
8753,Application,Special privileges assigned to new logon: User: WORKGROUP\test Privileges: SeDebugPrivilege
8754,Database,[29/Apr/2025:01:55:10 +0000] web-prod-01 mysql[56511]: Access granted for user 'dbadmin'@'10.0.11.209' (using password: YES)
